funzione	header	riga	deprecated	firma
cvxPartInqEdgePreEdges	zwapi_brep_edge.h	118		ZW_API_C evxErrors cvxPartInqEdgePreEdges(int idEdge, int *Count, int **PreEdges);
cvxPartInqEdgeShape	zwapi_brep_edge.h	155		ZW_API_C evxErrors cvxPartInqEdgeShape(int idEdge, int *idShape);
cvxPartInqEdgeType	zwapi_brep_edge.h	73		ZW_API_C evxErrors cvxPartInqEdgeType(int idEdge, evxEdgeType *EdgeType);
cvxPartInqEntBox	zwapi_general_ent.h	1281		ZW_API_C evxErrors cvxPartInqEntBox(int idEnt, const svxMatrix *Mat, svxBndBox *Box);
cvxPartInqEntByLabel	zwapi_general_ent.h	1328		ZW_API_C evxErrors cvxPartInqEntByLabel(int *Label, int Exact, int *idEntity);
cvxPartInqEntFtr	zwapi_general_ent.h	1196		ZW_API_C evxErrors cvxPartInqEntFtr(int idEntity, int *idFeature);
cvxPartInqEntLabel	zwapi_general_ent.h	927		ZW_API_C evxErrors cvxPartInqEntLabel(int idEntity, int **Label);
cvxPartInqEntShape	zwapi_brep_shape.h	417		ZW_API_C evxErrors cvxPartInqEntShape(int idEntity, int *idShape);
cvxPartInqEntsArea	zwapi_math.h	278		ZW_API_C evxErrors cvxPartInqEntsArea(int cnt, int *crvList, svxAreaProp *areaProp);
cvxPartInqEntsAreaByPath	zwapi_math.h	308		ZW_API_C evxErrors cvxPartInqEntsAreaByPath(int cnt, svxEntPath *crvList, svxAreaProp *areaProp);
cvxPartInqEqnAllId	zwapi_part_var.h	72		ZW_API_C evxErrors cvxPartInqEqnAllId(int *cntList, int **idList, int *cntSets, int **idSets);
cvxPartInqEqnAssociatedSet	zwapi_var.h	83		ZW_API_C evxErrors cvxPartInqEqnAssociatedSet(int idEqn, int *idSet);
cvxPartInqEqnSetMembers	zwapi_var.h	65		ZW_API_C evxErrors cvxPartInqEqnSetMembers(int idSet, int *count, int **idList);
cvxPartInqFaceAt	zwapi_brep_face.h	50		ZW_API_C evxErrors cvxPartInqFaceAt(int idFace, svxFaceAt *At);
cvxPartInqFaceBox	zwapi_brep_face.h	393		ZW_API_C evxErrors cvxPartInqFaceBox(int idFace, svxBndBox *Box);
cvxPartInqFaceCrvs	zwapi_brep_face.h	425		ZW_API_C evxErrors cvxPartInqFaceCrvs(int idFace, int *Count, svxCurve **TrimCurves);
cvxPartInqFaceEdges	zwapi_brep_face.h	450		ZW_API_C evxErrors cvxPartInqFaceEdges(int idFace, int *Count, int **Edges);
cvxPartInqFaceFacets	zwapi_part_facets.h	445		ZW_API_C evxErrors cvxPartInqFaceFacets(int idFace, int *Count, svxTriangle **Facets);
cvxPartInqFaceFacets2	zwapi_part_facets.h	526		ZW_API_C evxErrors cvxPartInqFaceFacets2(int idFace, svxFacets *Facets);
cvxPartInqFaceFacets2ByTol	zwapi_part_facets.h	613		ZW_API_C evxErrors cvxPartInqFaceFacets2ByTol(svxRefineFacets *RefineData, svxFacets *Facets);
cvxPartInqFaceFacetsByChord	zwapi_part_facets.h	556		ZW_API_C evxErrors cvxPartInqFaceFacetsByChord(int idFace, double ChordHeight, int *Count, svxTriangle **Facets);
cvxPartInqFaceFillet	zwapi_brep_face.h	616		ZW_API_C evxErrors cvxPartInqFaceFillet(int idFace, int *isFilletFace);
cvxPartInqFaceGeom	zwapi_brep_face.h	594		ZW_API_C evxErrors cvxPartInqFaceGeom(int idFace, int *idGeom);
cvxPartInqFaceLoops	zwapi_brep_face.h	479		ZW_API_C evxErrors cvxPartInqFaceLoops(int idFace, int Inner, int *Count, int **Loops);
cvxPartInqFaceSh	zwapi_brep_face.h	108		ZW_API_C evxErrors cvxPartInqFaceSh(int idFace, svxShaderAt *Sh);
cvxPartInqFaceShape	zwapi_brep_face.h	576		ZW_API_C evxErrors cvxPartInqFaceShape(int idFace, int *idShape);
cvxPartInqFaceSrf	zwapi_brep_face.h	503		ZW_API_C evxErrors cvxPartInqFaceSrf(int idFace, svxSurface *Srf);
cvxPartInqFaceSrfPrim	zwapi_brep_face.h	542		ZW_API_C evxErrors cvxPartInqFaceSrfPrim(int idFace, svxSrfPrim *SrfPrim);
cvxPartInqFaceTx	zwapi_brep_face.h	139		ZW_API_C evxErrors cvxPartInqFaceTx(int idFace, svxTextureAt *Tx);
cvxPartInqFaceTxFile	zwapi_brep_face.h	326		ZW_API_C evxErrors cvxPartInqFaceTxFile(int idFace, vxPath Path);
cvxPartInqFaceTxFileByLongPath	zwapi_brep_face.h	369		ZW_API_C evxErrors cvxPartInqFaceTxFileByLongPath(int idFace, char *Path, int sizePath);
cvxPartInqFacets	zwapi_part_facets.h	205		ZW_API_C evxErrors cvxPartInqFacets(int idBlock, svxSTL *Stl);
cvxPartInqFacets2	zwapi_part_facets.h	234		ZW_API_C evxErrors cvxPartInqFacets2(int idBlock, svxFacets *Facets);
cvxPartInqFacetsTxFile	zwapi_part_facets.h	264		ZW_API_C evxErrors cvxPartInqFacetsTxFile(int idBlock, vxPath Path);
cvxPartInqFacetsTxFileByLongPath	zwapi_part_facets.h	299		ZW_API_C evxErrors cvxPartInqFacetsTxFileByLongPath(int idBlock, char *Path, int sizePath);
cvxPartInqFlattens	zwapi_part_sheetmetal_attribute.h	270		ZW_API_C evxErrors cvxPartInqFlattens(int *count, int **idFlattens, vxLongName **flattenNames);
cvxPartInqFlexAsmMat	zwapi_asm_comp.h	1019		ZW_API_C evxErrors cvxPartInqFlexAsmMat(svxEntPath AsmPath, svxMatrix *AsmMat);
cvxPartInqFtrAssoPart	zwapi_part_history.h	242		ZW_API_C int cvxPartInqFtrAssoPart(int idFeature, vxPath fileName, vxRootName rootName);
cvxPartInqFtrAssoPartByLongPath	zwapi_part_history.h	279		ZW_API_C int cvxPartInqFtrAssoPartByLongPath(int idFeature, char *fileName, int sizeFile, char *rootName, int sizeRName);
cvxPartInqFtrChildFtrs	zwapi_part_history.h	592		ZW_API_C evxErrors cvxPartInqFtrChildFtrs(int idFeature, int *cnt, int **list);
cvxPartInqFtrData	zwapi_part_history.h	322		ZW_API_C int cvxPartInqFtrData(int idFeature, int iNoEval, int *idData);
cvxPartInqFtrEnts	zwapi_part_history.h	654		ZW_API_C evxErrors cvxPartInqFtrEnts(int idFeature, evxEntType EntType, int *Count, int **Ents);
cvxPartInqFtrGroup	zwapi_part_history.h	489		ZW_API_C evxErrors cvxPartInqFtrGroup(int idFeature, int *idGroup);
cvxPartInqFtrList	zwapi_part_history.h	167		ZW_API_C evxErrors cvxPartInqFtrList(int *Count, int **Features);
cvxPartInqFtrParentFtrs	zwapi_part_history.h	567		ZW_API_C evxErrors cvxPartInqFtrParentFtrs(int idFeature, int getAll, int *cnt, int **list);
cvxPartInqFtrRegenStat	zwapi_part_history.h	421		ZW_API_C evxErrors cvxPartInqFtrRegenStat(int idFeature, char *stat);
cvxPartInqFtrRegenStatus	zwapi_part_history.h	446		ZW_API_C evxErrors cvxPartInqFtrRegenStatus(int idFtr, evxFtrRegenStatus *status);
cvxPartInqFtrTemplate	zwapi_part_history.h	370		ZW_API_C evxErrors cvxPartInqFtrTemplate(int idFeature, vxName Template);
cvxPartInqFtrTol	zwapi_part_history.h	390		ZW_API_C evxErrors cvxPartInqFtrTol(int idFeature, double *Tolerance);
cvxPartInqFtrVersion	zwapi_part_history.h	467		ZW_API_C evxErrors cvxPartInqFtrVersion(int idFeature, int *Version);
cvxPartInqGroupFtrs	zwapi_part_history.h	515		ZW_API_C evxErrors cvxPartInqGroupFtrs(int idGroup, int *count, int **ftrList);
cvxPartInqGroupList	zwapi_part_history.h	539		ZW_API_C evxErrors cvxPartInqGroupList(int *count, int **groups);
cvxPartInqHoles	zwapi_part_hole.h	50		ZW_API_C evxErrors cvxPartInqHoles(const vxLongPath File, const vxRootName Part, int *Count, svxHoleData **Holes);
cvxPartInqLCSMat	zwapi_part_datum_query.h	320	SI	ZW_API_C void cvxPartInqLCSMat(svxMatrix *mat);
cvxPartInqLoopEdges	zwapi_brep_loop.h	54		ZW_API_C evxErrors cvxPartInqLoopEdges(int idLoop, int *Count, int **Edges);
cvxPartInqLoopFace	zwapi_brep_loop.h	72		ZW_API_C evxErrors cvxPartInqLoopFace(int idLoop, int *idFace);
cvxPartInqLoopInner	zwapi_brep_loop.h	128		ZW_API_C evxErrors cvxPartInqLoopInner(int idLoop, int *isInner);
cvxPartInqLoopPreEdges	zwapi_brep_loop.h	103		ZW_API_C evxErrors cvxPartInqLoopPreEdges(int idLoop, int *Count, int **PreEdges);
cvxPartInqPMIDimEnts	zwapi_part_dim.h	73		ZW_API_C evxErrors cvxPartInqPMIDimEnts(int idDim, int *Count, svxEntPath **EntPaths);
cvxPartInqPMIs	zwapi_part_dim.h	118		ZW_API_C evxErrors cvxPartInqPMIs(evxPMIEntType type, int *count, int **idPMIs);
cvxPartInqPoints	zwapi_part_objs.h	171		ZW_API_C evxErrors cvxPartInqPoints(int *count, int **pointIdx);
cvxPartInqPreEdgeInfo	zwapi_brep_preedge.h	45		ZW_API_C evxErrors cvxPartInqPreEdgeInfo(int idPreEdge, svxPreEdge *PreEdge);
cvxPartInqPreEdgeStartPnt	zwapi_brep_preedge.h	65		ZW_API_C evxErrors cvxPartInqPreEdgeStartPnt(int idPreEdge, int *idEdge, svxPoint2 *StartPnt);
cvxPartInqPublishSet	zwapi_part_objs.h	354		ZW_API_C evxErrors cvxPartInqPublishSet(const vxLongPath File, const vxRootName Part, int idPubSet, vxName Name, int *Count, int **idEnts);
cvxPartInqPublishSets	zwapi_part_objs.h	312		ZW_API_C evxErrors cvxPartInqPublishSets(const vxLongPath File, const vxRootName Part, int *Count, int **idPubSets);
cvxPartInqReversedCurve	zwapi_cmd_wireframe.h	1411		ZW_API_C evxErrors cvxPartInqReversedCurve(int idEnt, svxCurve *data);
cvxPartInqShapeBox	zwapi_brep_shape.h	156		ZW_API_C evxErrors cvxPartInqShapeBox(int idShape, svxMatrix *Mat, svxBndBox *Box);
cvxPartInqShapeComp	zwapi_brep_shape.h	254		ZW_API_C evxErrors cvxPartInqShapeComp(int idShape, int *idComp);
cvxPartInqShapeEdges	zwapi_brep_shape.h	279		ZW_API_C evxErrors cvxPartInqShapeEdges(int idShape, int *Count, int **Edges);
cvxPartInqShapeExtreme	zwapi_brep_shape.h	366		ZW_API_C evxErrors cvxPartInqShapeExtreme(int idShape, const svxVector *Dir, int *Count, int **idEnts, svxPoint *Point);
cvxPartInqShapeFaces	zwapi_brep_shape.h	304		ZW_API_C evxErrors cvxPartInqShapeFaces(int idShape, int *Count, int **Faces);
cvxPartInqShapeFtrs	zwapi_brep_shape.h	335		ZW_API_C evxErrors cvxPartInqShapeFtrs(int idShape, int Option, int *Count, int **Features);
cvxPartInqShapeMass	zwapi_brep_shape.h	180		ZW_API_C evxErrors cvxPartInqShapeMass(int idShape, double Density, svxMassProp *Prop);
cvxPartInqShapeOpen	zwapi_brep_shape.h	125		ZW_API_C evxErrors cvxPartInqShapeOpen(int idShape, int *isOpen);
cvxPartInqShapes	zwapi_brep_shape.h	230		ZW_API_C evxErrors cvxPartInqShapes(const vxLongPath File, const vxRootName Part, int *Count, int **Shapes);
cvxPartInqShtMetalThick	zwapi_part_sheetmetal_attribute.h	198		ZW_API_C evxErrors cvxPartInqShtMetalThick(int idShape, double *thick);
cvxPartInqSmdPairFaces	zwapi_part_sheetmetal_attribute.h	159		ZW_API_C evxErrors cvxPartInqSmdPairFaces(int idFace, int *count, int **faces);
cvxPartInqSmdSrfType	zwapi_part_sheetmetal_attribute.h	179		ZW_API_C evxErrors cvxPartInqSmdSrfType(int idFace, evxSmdSurfaceType *type);
cvxPartInqSmdStatFace	zwapi_part_sheetmetal_attribute.h	136		ZW_API_C evxErrors cvxPartInqSmdStatFace(int idShape, int *idFace);
cvxPartInqSmdStatFcs	zwapi_part_sheetmetal_attribute.h	114		ZW_API_C int cvxPartInqSmdStatFcs(int idShape, int *countStat, int **statFcs, int *countPair, int **pairStatFcs);
cvxPartInqTagNames	zwapi_general_ent.h	184		ZW_API_C evxErrors cvxPartInqTagNames(int *Count, vxLongName **Names);
cvxPartInqTempData	zwapi_part_objs.h	271		ZW_API_C evxErrors cvxPartInqTempData(int idPart, int *count, int **datas);
cvxPartInqTexts	zwapi_part_objs.h	221		ZW_API_C evxErrors cvxPartInqTexts(int *count, int **idTexts);
cvxPartInqVars	zwapi_part_var.h	49		ZW_API_C evxErrors cvxPartInqVars(const vxLongPath File, const vxRootName Part, int *Count, svxVariable **Variables);
cvxPartInqVertexEdges	zwapi_brep_vertex.h	49		ZW_API_C evxErrors cvxPartInqVertexEdges(int idEdge, int EndPnt, int *Count, int **Edges);
cvxPartInqView	zwapi_part_view.h	46		ZW_API_C evxErrors cvxPartInqView(int idView, svxView *View);
cvxPartInqViews	zwapi_part_view.h	69		ZW_API_C evxErrors cvxPartInqViews(int *Count, int **Views);
cvxPartIns	zwapi_cmd_assembly.h	380		ZW_API_C evxErrors cvxPartIns(svxPartInstData *Part, int *Count, int **ShapeList);
cvxPartInterXCurve	zwapi_cmd_wireframe.h	762		ZW_API_C evxErrors cvxPartInterXCurve(const svxInterCrvData *pFaces, int *idFtr);
cvxPartInterXCurveInit	zwapi_cmd_wireframe.h	737		ZW_API_C evxErrors cvxPartInterXCurveInit(svxInterCrvData *data);
cvxPartIsectShpChk	zwapi_math_insect.h	472		ZW_API_C int cvxPartIsectShpChk(int idBaseShape, int idOpShape);
cvxPartIsectShpChk2	zwapi_math_insect.h	496		ZW_API_C int cvxPartIsectShpChk2(int idBaseShape, int idOpShape, int fClosedChk);
cvxPartIsoCurveOnFace	zwapi_cmd_wireframe.h	852		ZW_API_C evxErrors cvxPartIsoCurveOnFace(const svxIsoCrvOnFaceData *data, int *cntEnts, int **idEnts);
cvxPartIsoCurveOnFaceInit	zwapi_cmd_wireframe.h	823		ZW_API_C evxErrors cvxPartIsoCurveOnFaceInit(svxIsoCrvOnFaceData *data, evxCrvIsoType crvIsoType);
cvxPartIsoclineCurve	zwapi_cmd_wireframe.h	898		ZW_API_C evxErrors cvxPartIsoclineCurve(const svxIsoclineCrvData *data, int *cntEnts, int **idEnts);
cvxPartIsoclineCurveInit	zwapi_cmd_wireframe.h	871		ZW_API_C evxErrors cvxPartIsoclineCurveInit(svxIsoclineCrvData *data, evxIsoclineCrvType type);
cvxPartLine	zwapi_cmd_wireframe.h	216		ZW_API_C evxErrors cvxPartLine(const svxLineData *lineData, int *idLine);
cvxPartLine2pt	zwapi_cmd_wireframe.h	172		ZW_API_C evxErrors cvxPartLine2pt(svxPoint *Start, svxPoint *End, int *idEnt);
cvxPartLineInit	zwapi_cmd_wireframe.h	190		ZW_API_C evxErrors cvxPartLineInit(svxLineData *lineData);
cvxPartLip	zwapi_cmd_shape.h	1167		ZW_API_C evxErrors cvxPartLip(svxLipData *Lip, int *idLip);
cvxPartLipInit	zwapi_cmd_shape.h	1141		ZW_API_C evxErrors cvxPartLipInit(svxLipData *data);
cvxPartLoft	zwapi_cmd_shape.h	546		ZW_API_C evxErrors cvxPartLoft(svxLoftData *Loft, int *idShape);
cvxPartLoftInit	zwapi_cmd_shape.h	516		ZW_API_C evxErrors cvxPartLoftInit(svxLoftData *data);
cvxPartMassProp	zwapi_part_attribute.h	47		ZW_API_C evxErrors cvxPartMassProp(void);
cvxPartMaterialDel	zwapi_part_attribute.h	204		ZW_API_C evxErrors cvxPartMaterialDel(const vxLongPath fileName, const vxRootName rootName, const vxLongName material);
cvxPartMaterialGet	zwapi_part_attribute.h	144		ZW_API_C evxErrors cvxPartMaterialGet(const vxLongPath fileName, const vxRootName rootName, const vxLongName material, svxPartMaterial *data);
cvxPartMaterialSet	zwapi_part_attribute.h	179		ZW_API_C evxErrors cvxPartMaterialSet(const vxLongPath fileName, const vxRootName rootName, const vxLongName material, const svxPartMaterial *data);
cvxPartMirrorFtr	zwapi_cmd_shape.h	2164		ZW_API_C evxErrors cvxPartMirrorFtr(svxMirrorFtr *Mirror, int *idFtr);
cvxPartMirrorFtrInit	zwapi_cmd_shape.h	2140		ZW_API_C evxErrors cvxPartMirrorFtrInit(svxMirrorFtr *data);
cvxPartMirrorGeom	zwapi_cmd_shape.h	2121		ZW_API_C evxErrors cvxPartMirrorGeom(svxMirrorGeom *Mirror, int *NumNewEnts, int **idNewEnts);
cvxPartMirrorGeomInit	zwapi_cmd_shape.h	2104		Interface cvxPartMirrorGeomInit() can initialize variables of this function.
cvxPartMirrorGeominit	zwapi_cmd_shape.h	2093		ZW_API_C evxErrors cvxPartMirrorGeominit(svxMirrorGeom *data);
cvxPartMkEntExternal	zwapi_part_opts.h	485		ZW_API_C evxErrors cvxPartMkEntExternal(int idEnt, int externalFlag);
cvxPartModifyHole	zwapi_cmd_shape.h	937		ZW_API_C evxErrors cvxPartModifyHole(int cntFace, int *pFace, const svxHoleData *data, int *idFtr);
cvxPartModifyHoleInit	zwapi_cmd_shape.h	912		ZW_API_C evxErrors cvxPartModifyHoleInit(int idFace, svxHoleData *data);
cvxPartModifyIsolineNum	zwapi_cmd_freeform.h	541		ZW_API_C evxErrors cvxPartModifyIsolineNum(int count, int *idFaces, int Uisoline, int Visoline);
cvxPartMorphToCrv	zwapi_cmd_shape.h	1952		ZW_API_C evxErrors cvxPartMorphToCrv(const svxMorphToCrvData *MorphToCrv, int *idMorphToCrv);
cvxPartMorphToCrvInit	zwapi_cmd_shape.h	1930		ZW_API_C evxErrors cvxPartMorphToCrvInit(svxMorphToCrvData *data);
cvxPartMove	zwapi_cmd_shape.h	2277		ZW_API_C evxErrors cvxPartMove(const svxMoveData *Move, int *idMove);
cvxPartMovePntToPnt	zwapi_cmd_shape.h	2193		ZW_API_C evxErrors cvxPartMovePntToPnt(int idEntity, svxAxis *Start, svxAxis *End);
cvxPartMoveTransform	zwapi_cmd_shape.h	2220		ZW_API_C evxErrors cvxPartMoveTransform(int idEntity, const svxMatrix *Mat);
cvxPartMoveTransformList	zwapi_cmd_shape.h	2250		ZW_API_C evxErrors cvxPartMoveTransformList(int Count, const int *Entities, const svxMatrix *Mat);
cvxPartNSided	zwapi_cmd_freeform.h	111		ZW_API_C evxErrors cvxPartNSided(const svxNSidedData *NSidedData, int *idShape);
cvxPartNSidedInit	zwapi_cmd_freeform.h	85		ZW_API_C evxErrors cvxPartNSidedInit(svxNSidedData *data);
cvxPartNameLastOp	zwapi_xn.h	131		ZW_API_C evxErrors cvxPartNameLastOp(vxName NewName);
cvxPartNewDatum	zwapi_cmd_datum.h	141		ZW_API_C evxErrors cvxPartNewDatum(svxMatrix *Frame, int *idDatum);
cvxPartPartialResults	zwapi_part_history.h	104		ZW_API_C void cvxPartPartialResults(int Disable);
cvxPartPatternFtr	zwapi_cmd_shape.h	2074		ZW_API_C evxErrors cvxPartPatternFtr(int Count, int *idFtrs, const svxPtnFtr *Pattern, int *idPattern);
cvxPartPatternGeom	zwapi_cmd_shape.h	2005		ZW_API_C evxErrors cvxPartPatternGeom(int Count, int *idEnts, const svxPtnGeom *Pattern, int *idPattern);
cvxPartPhyAttrCalc	zwapi_part_attribute.h	92		ZW_API_C evxErrors cvxPartPhyAttrCalc(vxRootName Name);
cvxPartPlaneAdd	zwapi_cmd_datum.h	365		ZW_API_C evxErrors cvxPartPlaneAdd(const svxNewPlaneData *plane, int *idPlane);
cvxPartPlaneAddInit	zwapi_cmd_datum.h	334		ZW_API_C evxErrors cvxPartPlaneAddInit(evxNewPlaneMethods method, svxNewPlaneData *data);
cvxPartPlaneNew	zwapi_cmd_datum.h	312		ZW_API_C evxErrors cvxPartPlaneNew(svxPlaneData *Plane, int *idPlane);
cvxPartPlnCrv	zwapi_cmd_datum.h	174		ZW_API_C evxErrors cvxPartPlnCrv(int idCrv, svxPoint *Origin, svxPoint *Xaxis, int *idPln);
cvxPartPlnCrv2	zwapi_cmd_datum.h	221		ZW_API_C evxErrors cvxPartPlnCrv2(int idCrv, svxData *Origin, svxData *Xaxis, int Flip, int *idPln);
cvxPartPlnSrf	zwapi_cmd_datum.h	248		ZW_API_C evxErrors cvxPartPlnSrf(int idFace, svxPoint *Origin, int *idPln);
cvxPartPlnSrf2	zwapi_cmd_datum.h	286		ZW_API_C evxErrors cvxPartPlnSrf2(int idFace, svxPoint *Origin, svxPoint *XZ, int Flip, int *idPln);
cvxPartPnt	zwapi_cmd_wireframe.h	51		ZW_API_C evxErrors cvxPartPnt(svxPoint *Point, int *idEnt);
cvxPartPntBlock	zwapi_part_facets.h	54		ZW_API_C int cvxPartPntBlock(vxLongName Name, int Count, svxPointf *Points, int *idEnt);
cvxPartPntBy2LinesInit	zwapi_cmd_subcmd.h	68		ZW_API_C evxErrors cvxPartPntBy2LinesInit(svxPntBy2Lines *data, int useCirPnt);
cvxPartPntByOffsetInit	zwapi_cmd_subcmd.h	46		ZW_API_C evxErrors cvxPartPntByOffsetInit(svxPntByOffset *data, int useCirPnt);
cvxPartPntNew	zwapi_cmd_wireframe.h	80		ZW_API_C evxErrors cvxPartPntNew(int Count, const svxPntOnEntPath *PntData, int idAlignPln, int PrjToPln, int *idPntFtr);
cvxPartPnts	zwapi_cmd_wireframe.h	103		ZW_API_C evxErrors cvxPartPnts(int Count, svxPoint *Points);
cvxPartPntsOnCrv	zwapi_cmd_wireframe.h	146		ZW_API_C evxErrors cvxPartPntsOnCrv(int idCrv, svxPoint *Pnt, int Num, double Dist, evxExtendOpt Opt, int *Count, int **idEnts);
cvxPartPolyLine	zwapi_cmd_wireframe.h	260		ZW_API_C evxErrors cvxPartPolyLine(const svxPolylineData *polylinedata, int *Cnt, int **idEnt);
cvxPartPolyline	zwapi_cmd_wireframe.h	221		Initialize the parameters of the cvxPartPolyline().
cvxPartPolylineInit	zwapi_cmd_wireframe.h	234		ZW_API_C evxErrors cvxPartPolylineInit(svxPolylineData *data);
cvxPartProjStl	zwapi_part_facets.h	417		ZW_API_C evxErrors cvxPartProjStl(int idStl, int idPln, double tol, double smth, int *idCurve);
cvxPartPublishSet	zwapi_cmd_dataexchange.h	94		ZW_API_C evxErrors cvxPartPublishSet(const vxName Name, int Count, const int *idEnts, int *idPubSet);
cvxPartPublishSetDel	zwapi_part_opts.h	627		ZW_API_C evxErrors cvxPartPublishSetDel(int Count, const int *idPubSets);
cvxPartPunch	zwapi_cmd_shape.h	1785		ZW_API_C evxErrors cvxPartPunch(const svxPunch *data, int *idPunch);
cvxPartPunchInit	zwapi_cmd_shape.h	1760		ZW_API_C evxErrors cvxPartPunchInit(svxPunch *data);
cvxPartQuickDisplayEdit	zwapi_part_opts.h	678		ZW_API_C evxErrors cvxPartQuickDisplayEdit(evxQuickEditDisplayEntityType entityType, const int *ids, int count, const svxQuickEditDisplayData *data);
cvxPartQuickDisplayEditInit	zwapi_part_opts.h	697		ZW_API_C evxErrors cvxPartQuickDisplayEditInit(svxQuickEditDisplayData *data);
cvxPartRectangle	zwapi_cmd_wireframe.h	439		ZW_API_C evxErrors cvxPartRectangle(svxRectangleData *rectData, int *iCnt, int **idEnt);
cvxPartRectangleInit	zwapi_cmd_wireframe.h	411		ZW_API_C evxErrors cvxPartRectangleInit(svxRectangleData *data);
cvxPartRedefineIsActive	zwapi_part_history.h	51		ZW_API_C int cvxPartRedefineIsActive(void);
cvxPartRefGeom	zwapi_cmd_dataexchange.h	67		ZW_API_C evxErrors cvxPartRefGeom(svxEntPath *GeomPath, int AssociativeCopy, int *idGeom);
cvxPartRefineFacetsInit	zwapi_part_facets.h	575		ZW_API_C evxErrors cvxPartRefineFacetsInit(svxRefineFacets *data);
cvxPartRegenFacets	zwapi_part_history.h	87		ZW_API_C evxErrors cvxPartRegenFacets(int Count, int *idFaces, int Assembly, int LOD, double Tol);
cvxPartRegenIsActive	zwapi_part_history.h	39		ZW_API_C int cvxPartRegenIsActive(void);
cvxPartReplace	zwapi_cmd_shape.h	1646		ZW_API_C evxErrors cvxPartReplace(const svxReplaceData *Replace, int *idReplace);
cvxPartReplaceInit	zwapi_cmd_shape.h	1624		ZW_API_C evxErrors cvxPartReplaceInit(svxReplaceData *data);
cvxPartRevolve	zwapi_cmd_shape.h	395		ZW_API_C evxErrors cvxPartRevolve(svxRevolveData *Rev, int *idShape);
cvxPartRevolveInit	zwapi_cmd_shape.h	363		ZW_API_C evxErrors cvxPartRevolveInit(svxRevolveData *data);
cvxPartRib	zwapi_cmd_shape.h	1027		ZW_API_C evxErrors cvxPartRib(svxRibData *Rib, int *idRib);
cvxPartRibInit	zwapi_cmd_shape.h	1000		ZW_API_C evxErrors cvxPartRibInit(svxRibData *data);
cvxPartRuled	zwapi_cmd_freeform.h	198		ZW_API_C evxErrors cvxPartRuled(const svxRuledData *data, int *idFace);
cvxPartRuledInit	zwapi_cmd_freeform.h	175		ZW_API_C evxErrors cvxPartRuledInit(svxRuledData *data);
cvxPartSTLConvertToFacets	zwapi_part_facets.h	719		ZW_API_C evxErrors cvxPartSTLConvertToFacets(const svxSTL *stl, svxFacets *facets);
cvxPartScale	zwapi_cmd_shape.h	2460		ZW_API_C evxErrors cvxPartScale(int Count, int *idEnts, double X_scale, double Y_scale, double Z_scale, int idDatum);
cvxPartScale2	zwapi_cmd_shape.h	2492		ZW_API_C evxErrors cvxPartScale2(int Count, int *idEnts, double X_scale, double Y_scale, double Z_scale, int idDatum, svxPoint *CentPnt);
cvxPartSelfX	zwapi_cmd_shape.h	1742		ZW_API_C evxErrors cvxPartSelfX(const svxPartSelfX *data, int *idShape);
cvxPartSelfXInit	zwapi_cmd_shape.h	1711		ZW_API_C evxErrors cvxPartSelfXInit(svxPartSelfX *data);
cvxPartSetCustomStr	zwapi_part_attribute.h	833		ZW_API_C evxErrors cvxPartSetCustomStr(int idEnt, const char *CustomString, int *idStr);
cvxPartSetFaceAt	zwapi_brep_face.h	239		ZW_API_C evxErrors cvxPartSetFaceAt(int Count, int *idFaces, const svxFaceAt *At);
cvxPartSetFaceAtInit	zwapi_brep_face.h	210		ZW_API_C evxErrors cvxPartSetFaceAtInit(svxFaceAt *data);
cvxPartSetFaceDir	zwapi_cmd_freeform.h	462		ZW_API_C evxErrors cvxPartSetFaceDir(int count, int *idFaces, const svxVector *dir);
cvxPartSetFaceTx	zwapi_brep_face.h	264		ZW_API_C evxErrors cvxPartSetFaceTx(int idFace, const svxTextureAt *Tx);
cvxPartSew	zwapi_math_nurbscurve.h	620		ZW_API_C evxErrors cvxPartSew(double Tol, int *OpenEdges, double *MaxGap);
cvxPartSewForce	zwapi_cmd_freeform.h	660		ZW_API_C evxErrors cvxPartSewForce(double Tol);
cvxPartShapeFaceOffset	zwapi_cmd_shape.h	1287		ZW_API_C evxErrors cvxPartShapeFaceOffset(svxFaceOffData *Offset, int *idOffset);
cvxPartShapeFaceOffsetInit	zwapi_cmd_shape.h	1263		ZW_API_C evxErrors cvxPartShapeFaceOffsetInit(svxFaceOffData *data);
cvxPartShapeStructGet	zwapi_brep_shape.h	202		ZW_API_C evxErrors cvxPartShapeStructGet(int idShape, svxWeldAttr *at);
cvxPartShell	zwapi_cmd_shape.h	1334		ZW_API_C evxErrors cvxPartShell(const svxShellData *Shell, int *idShell);
cvxPartShellInit	zwapi_cmd_shape.h	1306		ZW_API_C evxErrors cvxPartShellInit(svxShellData *data);
cvxPartShowAll	zwapi_part_view.h	144		ZW_API_C void cvxPartShowAll(void);
cvxPartShowPartAt	zwapi_part_attribute.h	348		ZW_API_C evxErrors cvxPartShowPartAt(const vxLongPath File, const vxRootName Root);
cvxPartShowPreview	zwapi_part_view.h	183		ZW_API_C evxErrors cvxPartShowPreview(const vxLongPath fileName, const vxRootName rootName);
cvxPartShowTarg	zwapi_part_view.h	157		ZW_API_C void cvxPartShowTarg(void);
