funzione	header	riga	deprecated	firma
ZwCloudMapCreate	zwapi_cloudmap.h	14		ezwErrors ZwCloudMapCreate(const void *echoHandle, szwCloudMapData cloudMapData, const szwIndexBarData *indexBarData)
ZwCloudMapEnvironmentRevert	zwapi_cloudmap.h	16		ezwErrors ZwCloudMapEnvironmentRevert()
ZwCommandCallbackLoad	zwapi_command.h	41		ezwErrors ZwCommandCallbackLoad(const char *name, zwFunctionPointer callbackPointer)
ZwCommandFunctionLoad	zwapi_command.h	35		ezwErrors ZwCommandFunctionLoad(const char *name, zwFunctionPointer functionPointer, ezwCommandLicenseType code)
ZwCommandFunctionUnload	zwapi_command.h	44		ezwErrors ZwCommandFunctionUnload(const char *name)
ZwCommandLicenseCheck	zwapi_command.h	26		ezwErrors ZwCommandLicenseCheck(const char *name)
ZwCommandMacroExecute	zwapi_command.h	53		ezwErrors ZwCommandMacroExecute(ezwMacroType macroType, const char *input, char **outputMessage)
ZwCommandMacroPathGet	zwapi_command.h	59		ezwErrors ZwCommandMacroPathGet(char *directory, int directorySize, char *fileName, int fileSize)
ZwCommandParameterDirectionSet	zwapi_template_command.h	18		ezwErrors ZwCommandParameterDirectionSet(int idData, int idField, szwDirection direction)
ZwCommandParameterEntityAdd	zwapi_template_command.h	13		ezwErrors ZwCommandParameterEntityAdd(int idData, int idField, int count, const szwEntityHandle *entityList)
ZwCommandPost	zwapi_command.h	14		ezwErrors ZwCommandPost(const char *command, ezwCommandPostPriority priority)
ZwCommandPostExecuteAll	zwapi_command.h	20		ezwErrors ZwCommandPostExecuteAll()
ZwCommandReactorSet	zwapi_command.h	32		ezwErrors ZwCommandReactorSet(ezwCommandReactorType type, szwCommandReactorData data)
ZwCommandSend	zwapi_command.h	23		ezwErrors ZwCommandSend(const char *command)
ZwCommandVariableLoad	zwapi_command.h	47		ezwErrors ZwCommandVariableLoad(const char *name, zwFunctionPointer variablePointer)
ZwCommandVariableUnload	zwapi_command.h	50		ezwErrors ZwCommandVariableUnload(const char *name)
ZwComponentActivate	zwapi_component.h	15		ezwErrors ZwComponentActivate(szwEntityHandle newComponentHandle, int updateGUI, szwEntityHandle *oldComponentHandle)
ZwComponentAssemblyTreeListFree	zwapi_component.h	162		ezwErrors ZwComponentAssemblyTreeListFree(int count, szwAssemblyTreeNodeData **assembleTreeNodeList)
ZwComponentAssemblyTreeListGet	zwapi_component.h	159		ezwErrors ZwComponentAssemblyTreeListGet(int *count, szwAssemblyTreeNodeData **assembleTreeNodeList)
ZwComponentAssociatedDataFree	zwapi_component.h	168		ezwErrors ZwComponentAssociatedDataFree(szwComponentAssociatedData *data)
ZwComponentAssociatedDataGet	zwapi_component.h	165		ezwErrors ZwComponentAssociatedDataGet(int count, const szwEntityHandle *componentList, int deleteSubTopAssembly, szwComponentAssociatedData *data)
ZwComponentConfigGet	zwapi_configtable.h	25		ezwErrors ZwComponentConfigGet(szwEntityHandle componentHandle, szwEntityHandle *configHandle)
ZwComponentConfigListGet	zwapi_configtable.h	22		ezwErrors ZwComponentConfigListGet(szwEntityHandle componentHandle, int *countConfig, szwEntityHandle **configList)
ZwComponentConfigSet	zwapi_configtable.h	28		ezwErrors ZwComponentConfigSet(szwEntityHandle componentHandle, szwEntityHandle configHandle)
ZwComponentConstraintStateListGet	zwapi_component.h	138		ezwErrors ZwComponentConstraintStateListGet(int count, const szwEntityHandle *handleList, ezwConstraintState **constraintStateList)
ZwComponentDisplayModeGet	zwapi_component.h	177		ezwErrors ZwComponentDisplayModeGet(szwEntityHandle componentHandle, ezwComponentDisplayMode *displayMode)
ZwComponentDisplayModeSet	zwapi_component.h	180		ezwErrors ZwComponentDisplayModeSet(szwEntityHandle componentHandle, ezwComponentDisplayMode displayMode)
ZwComponentExternalDatumVisibilityGet	zwapi_component.h	147		ezwErrors ZwComponentExternalDatumVisibilityGet(szwEntityHandle handle, int *show)
ZwComponentExternalDatumVisibilitySet	zwapi_component.h	144		ezwErrors ZwComponentExternalDatumVisibilitySet(szwEntityHandle handle, int show)
ZwComponentExtract	zwapi_component.h	156		ezwErrors ZwComponentExtract(szwComponentExtractData data, szwEntityHandle *newComponent)
ZwComponentExtractDataInit	zwapi_component.h	153		ezwErrors ZwComponentExtractDataInit(szwComponentExtractData *data)
ZwComponentFileAndRootGet	zwapi_component.h	20		ezwErrors ZwComponentFileAndRootGet(szwEntityHandle componentHandle, int nFileBytes, char *fileName, int nRootBytes, char *rootName)
ZwComponentFileLostCheck	zwapi_component.h	29		ezwErrors ZwComponentFileLostCheck(szwEntityHandle componentHandle, int *isFileLost)
ZwComponentFileSaveAs	zwapi_component.h	89		ezwErrors ZwComponentFileSaveAs(szwEntityHandle componentHandle, ezwComponentSaveAsOption option, const zwPath pathFile)
ZwComponentFileSet	zwapi_component.h	74		ezwErrors ZwComponentFileSet(szwEntityHandle componentHandle, const zwPath file, const zwRootName root)
ZwComponentFixSet	zwapi_component.h	95		ezwErrors ZwComponentFixSet(szwEntityHandle handle, int isFix)
ZwComponentFolderCreate	zwapi_component.h	120		ezwErrors ZwComponentFolderCreate(int count, const szwEntityHandle *componentHandle, const zwString256 folderName, szwEntityHandle *folderHandle)
ZwComponentFolderDelete	zwapi_component.h	135		ezwErrors ZwComponentFolderDelete(szwEntityHandle folderHandle, int deleteComponent)
ZwComponentFolderInsert	zwapi_component.h	126		ezwErrors ZwComponentFolderInsert(szwEntityHandle componentHandle, szwEntityHandle folderHandle)
ZwComponentFolderListGet	zwapi_component.h	129		ezwErrors ZwComponentFolderListGet(int *folderCount, szwEntityHandle **folderList)
ZwComponentFolderParentComponentGet	zwapi_component.h	132		ezwErrors ZwComponentFolderParentComponentGet(szwEntityHandle folderHandle, szwEntityHandle *componentHandle)
ZwComponentGetByMergeShape	zwapi_component.h	102		ezwErrors ZwComponentGetByMergeShape(szwEntityHandle shape, szwEntityHandle *component)
ZwComponentInsert	zwapi_component.h	62		ezwErrors ZwComponentInsert(szwComponentInsertData data, const int *identifyCode, szwEntityHandle *componentHandle)
ZwComponentInsertInit	zwapi_component.h	56		ezwErrors ZwComponentInsertInit(szwComponentInsertData *data)
ZwComponentInsertNew	zwapi_component.h	71		ezwErrors ZwComponentInsertNew(szwComponentInsertNewData data, const int *identifyCode, szwEntityHandle *componentHandle)
ZwComponentInsertNewInit	zwapi_component.h	65		ezwErrors ZwComponentInsertNewInit(szwComponentInsertNewData *data)
ZwComponentInterferenceCheck	zwapi_component.h	114		ezwErrors ZwComponentInterferenceCheck(szwComponentInterferenceCheckData data, int *countInterference, szwComponentInterferenceResultData **interferenceData)
ZwComponentInterferenceFree	zwapi_component.h	117		ezwErrors ZwComponentInterferenceFree(int countInterference, szwComponentInterferenceResultData **interferenceData)
ZwComponentListDeleteWithOption	zwapi_component.h	171		ezwErrors ZwComponentListDeleteWithOption(int count, const szwEntityHandle *componentList, int deleteSubTopAssembly, int keepInstance, int keepAlignments, int unlinkObjects)
ZwComponentListDisplayModeSet	zwapi_component.h	183		ezwErrors ZwComponentListDisplayModeSet(int count, const szwEntityHandle *componentHandleList, ezwComponentDisplayMode displayMode)
ZwComponentListGet	zwapi_component.h	23		ezwErrors ZwComponentListGet(const szwEntityHandle *componentHandle, int depth, int isIgnoreBlank, int isIgnoreSuppress, int isIncludeUnplaced, int *handleCount, szwEntityHandle **handleList)
ZwComponentListVisibilitySet	zwapi_component.h	174		ezwErrors ZwComponentListVisibilitySet(int count, const szwEntityHandle *componentHandleList, int visibility, int *failedCount, szwEntityHandle **failedEntityList)
ZwComponentMove	zwapi_component.h	192		ezwErrors ZwComponentMove(szwAssemblyMoveData data)
ZwComponentMoveInit	zwapi_component.h	189		ezwErrors ZwComponentMoveInit(ezwAssemblyMoveType type, szwAssemblyMoveData *data)
ZwComponentPackedGet	zwapi_component.h	44		ezwErrors ZwComponentPackedGet(szwEntityHandle componentHandle, int *isPacked)
ZwComponentPackedSet	zwapi_component.h	47		ezwErrors ZwComponentPackedSet(const szwEntityHandle *componentHandle, int isPacked)
ZwComponentPartEdit	zwapi_component.h	186		ezwErrors ZwComponentPartEdit(szwEntityHandle componentHandle)
ZwComponentPathAndRootListGet	zwapi_component.h	50		ezwErrors ZwComponentPathAndRootListGet(int *countComponent, zwPath **pathList, zwRootName **nameList)
ZwComponentRelationDissolve	zwapi_component.h	68		ezwErrors ZwComponentRelationDissolve(szwEntityHandle feature, int *count, szwEntityHandle **componentList)
ZwComponentShapeInterferenceCheck	zwapi_component.h	108		ezwErrors ZwComponentShapeInterferenceCheck(szwEntityHandle component1, szwEntityHandle component2, int ignoreOpenShape, int ignoreHiddenShape, int *interference, double *volume)
ZwComponentShapeOfAssemblyContextListGet	zwapi_component.h	195		ezwErrors ZwComponentShapeOfAssemblyContextListGet(szwEntityHandle componentHandle, int *count, szwEntityHandle **shapeList)
ZwComponentShowOnlyCustomViewSave	zwapi_component.h	83		ezwErrors ZwComponentShowOnlyCustomViewSave(zwString32 customViewName)
ZwComponentShowOnlyQuit	zwapi_component.h	86		ezwErrors ZwComponentShowOnlyQuit(int isKeepStatus)
ZwComponentShowOnlyRenderModeSet	zwapi_component.h	80		ezwErrors ZwComponentShowOnlyRenderModeSet(ezwComponentShowOnlyRenderMode display)
ZwComponentShowOnlyStart	zwapi_component.h	77		ezwErrors ZwComponentShowOnlyStart(int countComponent, const szwEntityHandle *componentList, ezwComponentShowOnlyRenderMode display)
ZwComponentUnplacedCheck	zwapi_component.h	35		ezwErrors ZwComponentUnplacedCheck(szwEntityHandle componentHandle, int *isUnplaced)
ZwComponentUserAttributeDelete	zwapi_attribute.h	89		ezwErrors ZwComponentUserAttributeDelete(szwEntityHandle component, int strictFlag, int count, const zwString64 *nameList)
ZwComponentUserAttributeGet	zwapi_attribute.h	79		ezwErrors ZwComponentUserAttributeGet(szwEntityHandle component, const zwString64 attributeName, int *count, szwUserAttribute **attributeList)
ZwComponentUserAttributeSet	zwapi_attribute.h	86		ezwErrors ZwComponentUserAttributeSet(szwEntityHandle component, int count, const szwUserAttribute *attributeList)
ZwComponentVirtualCheck	zwapi_component.h	53		ezwErrors ZwComponentVirtualCheck(szwEntityHandle componentHandle, int *isVirtual)
ZwComponentVisibilityGet	zwapi_component.h	38		ezwErrors ZwComponentVisibilityGet(szwEntityHandle componentHandle, int *isVisible)
ZwComponentVisibilitySet	zwapi_component.h	41		ezwErrors ZwComponentVisibilitySet(szwEntityHandle componentHandle, int isVisible)
ZwConfigActivate	zwapi_configtable.h	31		ezwErrors ZwConfigActivate(szwEntityHandle configHandle)
ZwConfigActiveGet	zwapi_configtable.h	13		ezwErrors ZwConfigActiveGet(szwEntityHandle *config)
ZwConfigListGet	zwapi_configtable.h	19		ezwErrors ZwConfigListGet(int *countConfig, szwEntityHandle **configList)
ZwConfigTableExport	zwapi_configtable.h	43		ezwErrors ZwConfigTableExport(const zwPath filePath, const zwString256 fileName)
ZwConfigTableImport	zwapi_configtable.h	47		ezwErrors ZwConfigTableImport(const zwPath fileFullPath, int isToMerge)
ZwConfigTableRefresh	zwapi_configtable.h	37		ezwErrors ZwConfigTableRefresh()
ZwConstraintCoincidentAdd	zwapi_assembly_constraint.h	13		ezwErrors ZwConstraintCoincidentAdd(szwEntityHandle entity1, const szwPoint *point1, szwEntityHandle entity2, const szwPoint *point2, const szwAssemblyConstraintData *constraintData, szwEntityHandle *constraintHandle)
ZwCursorGet	zwapi_point.h	26		ezwErrors ZwCursorGet(szwPoint *point, szwEntityHandle *viewHandle)
ZwCursorRayGet	zwapi_point.h	77		ezwErrors ZwCursorRayGet(szwPoint *cursorPoint, szwVector *rayVector)
ZwCurveCentroidPointGet	zwapi_curve.h	100		ezwErrors ZwCurveCentroidPointGet(szwEntityHandle curveHandle, szwPoint *centroidPoint)
ZwCurveChainGet	zwapi_curve.h	64		ezwErrors ZwCurveChainGet(int seedCount, const szwEntityHandle *seedHandles, ezwCurveChainType type, int *countFound, szwEntityHandle **foundHandle)
ZwCurveClosureCheck	zwapi_curve.h	46		ezwErrors ZwCurveClosureCheck(int count, const szwEntityHandle *curveHandle, int *closure)
ZwCurveContinuityGet	zwapi_curve.h	73		ezwErrors ZwCurveContinuityGet(int count, const szwEntityHandle *curveHandles, szwCurveContinuityToleranceList tolerance, int *countContinuity, szwCurveContinuityData **data)
ZwCurveContinuityToleranceListInit	zwapi_curve.h	76		ezwErrors ZwCurveContinuityToleranceListInit(szwCurveContinuityToleranceList *data)
ZwCurveCurvatureGet	zwapi_curve.h	91		ezwErrors ZwCurveCurvatureGet(szwEntityHandle curveHandle, double t, szwPoint *point, szwPoint *normal, double *curvature)
ZwCurveCuspsGet	zwapi_curve.h	85		ezwErrors ZwCurveCuspsGet(szwEntityHandle curveHandle, int *count, double **T, szwPoint **cusps)
ZwCurveDataLengthGet	zwapi_curve.h	55		ezwErrors ZwCurveDataLengthGet(szwCurve curve, double *length)
ZwCurveDataPointGetByLengthFraction	zwapi_curve.h	43		ezwErrors ZwCurveDataPointGetByLengthFraction(szwCurve curve, double fraction, szwPoint *point)
ZwCurveDataTransform	zwapi_curve.h	32		ezwErrors ZwCurveDataTransform(szwMatrix inputMatrix, szwCurve *curve)
ZwCurveDifferentiate	zwapi_curve.h	94		ezwErrors ZwCurveDifferentiate(szwEntityHandle curveHandle, double t, int level, szwCurveDerivative *evaluate, szwVector *normal)
ZwCurveDisplayControlPolygonStateGet	zwapi_curve.h	112		ezwErrors ZwCurveDisplayControlPolygonStateGet(szwEntityHandle curve, int *isNetOn)
ZwCurveDisplayControlPolygonStateSet	zwapi_curve.h	115		ezwErrors ZwCurveDisplayControlPolygonStateSet(szwEntityHandle curve, int isNetOn)
ZwCurveDisplayCurvatureCombStateGet	zwapi_curve.h	118		ezwErrors ZwCurveDisplayCurvatureCombStateGet(szwEntityHandle curve, int *isPlotOn)
ZwCurveDisplayCurvatureCombStateSet	zwapi_curve.h	121		ezwErrors ZwCurveDisplayCurvatureCombStateSet(szwEntityHandle curve, int isPlotOn)
ZwCurveEndPointGet	zwapi_curve.h	97		ezwErrors ZwCurveEndPointGet(szwEntityHandle entityHandle, szwPoint *start, szwPoint *end)
ZwCurveExtremePointAndBoundingBoxGet	zwapi_curve.h	88		ezwErrors ZwCurveExtremePointAndBoundingBoxGet(szwEntityHandle curveHandle, int *count, szwPoint **points, szwBoundingBox *boundingBox)
ZwCurveExtremePointGet	zwapi_curve.h	49		ezwErrors ZwCurveExtremePointGet(szwEntityHandle curveHandle, szwVector direction, int *isPerpendicular, szwPoint *point)
ZwCurveFree	zwapi_curve.h	29		ezwErrors ZwCurveFree(szwCurve *curve)
ZwCurveInfectionPointsShowStateGet	zwapi_curve.h	136		ezwErrors ZwCurveInfectionPointsShowStateGet(szwEntityHandle curve, int *isInfectionPointsOn)
ZwCurveInfectionPointsShowStateSet	zwapi_curve.h	139		ezwErrors ZwCurveInfectionPointsShowStateSet(szwEntityHandle curve, int isInfectionPointsOn)
ZwCurveInflectionPointGet	zwapi_curve.h	82		ezwErrors ZwCurveInflectionPointGet(szwEntityHandle curveHandle, int *count, double **T, szwPoint **inflectPoints)
ZwCurveLengthGet	zwapi_curve.h	52		ezwErrors ZwCurveLengthGet(szwEntityHandle curveHandle, double *length)
ZwCurveLineCheck	zwapi_curve.h	34		ezwErrors ZwCurveLineCheck(szwEntityHandle curveHandle, int *isLine)
ZwCurveListGet	zwapi_curve.h	17		ezwErrors ZwCurveListGet(int *countCurve, szwEntityHandle **curveList)
ZwCurveMaximumRadiusShowStateGet	zwapi_curve.h	130		ezwErrors ZwCurveMaximumRadiusShowStateGet(szwEntityHandle curve, int *isMaxOn)
ZwCurveMaximumRadiusShowStateSet	zwapi_curve.h	133		ezwErrors ZwCurveMaximumRadiusShowStateSet(szwEntityHandle curve, int isMaxOn)
ZwCurveMinimumRadiusShowStateGet	zwapi_curve.h	124		ezwErrors ZwCurveMinimumRadiusShowStateGet(szwEntityHandle curve, int *isMinOn)
ZwCurveMinimumRadiusShowStateSet	zwapi_curve.h	127		ezwErrors ZwCurveMinimumRadiusShowStateSet(szwEntityHandle curve, int isMinOn)
ZwCurveModifyTypeConvert	zwapi_curve.h	106		ezwErrors ZwCurveModifyTypeConvert(szwEntityHandle curve)
ZwCurveNURBSDataGet	zwapi_curve.h	23		ezwErrors ZwCurveNURBSDataGet(szwEntityHandle entityHandle, int nurbs, szwCurve *curve)
ZwCurvePointGetByDistance	zwapi_curve.h	79		ezwErrors ZwCurvePointGetByDistance(szwEntityHandle curveHandle, double startT, double length, double *T, szwPoint *point)
ZwCurvePointGetByLengthFraction	zwapi_curve.h	40		ezwErrors ZwCurvePointGetByLengthFraction(szwEntityHandle curveHandle, double fraction, szwPoint *point)
ZwCurveProjectionPointGet	zwapi_curve.h	67		ezwErrors ZwCurveProjectionPointGet(szwEntityHandle curveHandle, szwPoint point, double *t, szwPoint *projectedPoint)
ZwCurveRadiusRangeGet	zwapi_curve.h	61		ezwErrors ZwCurveRadiusRangeGet(szwEntityHandle curveHandle, double *minRadius, double *maxRadius, int *isFlat)
ZwCurveSegmentLengthGet	zwapi_curve.h	58		ezwErrors ZwCurveSegmentLengthGet(szwEntityHandle curveHandle, double startT, double endT, double *length)
ZwCurveTParameterRangeGet	zwapi_curve.h	70		ezwErrors ZwCurveTParameterRangeGet(szwEntityHandle curveHandle, szwLimit *tLimit)
ZwCurveTessellationPointListGet	zwapi_curve.h	103		ezwErrors ZwCurveTessellationPointListGet(szwEntityHandle curve, double chordTolerance, double lengthTolerance, int *nPoints, szwPoint **points)
ZwCustomFeatureExplodeFlagGet	zwapi_feature_custom.h	13		ezwErrors ZwCustomFeatureExplodeFlagGet(szwEntityHandle customFeature, int *flag)
ZwCustomFeatureExplodeFlagSet	zwapi_feature_custom.h	19		ezwErrors ZwCustomFeatureExplodeFlagSet(szwEntityHandle customFeature, int flag)
ZwCustomViewAdd	zwapi_view.h	180	@deprecated	ezwErrors ZwCustomViewAdd(const char *name, int layerVisible, int objectVisible, szwEntityHandle *viewHandle)
ZwCustomViewGetByName	zwapi_view.h	108		ezwErrors ZwCustomViewGetByName(const zwString32 viewName, szwEntityHandle *viewHandle)
ZwCustomViewListGet	zwapi_view.h	183	@deprecated	ezwErrors ZwCustomViewListGet(int *count, szwEntityHandle **customViewList)
ZwCustomViewNameGet	zwapi_view.h	99	@deprecated	ezwErrors ZwCustomViewNameGet(szwEntityHandle viewHandle, int nameLength, char *customViewName)
ZwCustomViewNameSet	zwapi_view.h	105	@deprecated	ezwErrors ZwCustomViewNameSet(szwEntityHandle viewHandle, const zwString32 viewNewName)
ZwDatumAxisAttributeGet	zwapi_datum.h	50		ezwErrors ZwDatumAxisAttributeGet(szwEntityHandle handle, szwDatumAxisAttribute *attribute)
ZwDatumAxisAttributeSet	zwapi_datum.h	47		ezwErrors ZwDatumAxisAttributeSet(szwEntityHandle handle, szwDatumAxisAttribute attribute)
ZwDatumAxisCreate	zwapi_datum.h	53		ezwErrors ZwDatumAxisCreate(szwDatumAxisData data, szwEntityHandle *handle)
ZwDatumAxisCreateByCenter	zwapi_datum.h	32		ezwErrors ZwDatumAxisCreateByCenter(szwEntityHandle geometry, int flip, szwEntityHandle *axis)
ZwDatumAxisCreateByCurve	zwapi_datum.h	29		ezwErrors ZwDatumAxisCreateByCurve(szwEntityHandle curve, double percents, ezwDatumAxisDirectionType type, int flip, szwEntityHandle *axis)
ZwDatumAxisCreateByGeometry	zwapi_datum.h	14		ezwErrors ZwDatumAxisCreateByGeometry(int countGeometry, const szwPointOnEntity *geometryList, const double *length, int flipDirection, szwEntityHandle *axis)
ZwDatumAxisCreateByIntersectedFaces	zwapi_datum.h	26		ezwErrors ZwDatumAxisCreateByIntersectedFaces(szwEntityHandle face1, szwEntityHandle face2, int flip, szwEntityHandle *axis)
ZwDatumAxisCreateByPointAndDirection	zwapi_datum.h	23		ezwErrors ZwDatumAxisCreateByPointAndDirection(szwPoint origin, szwVector direction, szwEntityHandle *axis)
ZwDatumAxisCreateByTwoPoints	zwapi_datum.h	20		ezwErrors ZwDatumAxisCreateByTwoPoints(szwPoint startPoint, szwPoint endPoint, szwEntityHandle *axis)
ZwDatumAxisDirectionGet	zwapi_datum.h	44		ezwErrors ZwDatumAxisDirectionGet(szwEntityHandle axis, szwPoint *point, szwPoint *direction)
ZwDatumAxisLengthGet	zwapi_datum.h	35		ezwErrors ZwDatumAxisLengthGet(szwEntityHandle axis, double *length)
ZwDatumAxisLengthSet	zwapi_datum.h	38		ezwErrors ZwDatumAxisLengthSet(szwEntityHandle axis, double length)
ZwDatumAxisListGet	zwapi_datum.h	41		ezwErrors ZwDatumAxisListGet(int *count, szwEntityHandle **axisList)
ZwDatumCSYSAttributeGet	zwapi_datum.h	148		ezwErrors ZwDatumCSYSAttributeGet(szwEntityHandle handle, szwDatumCSYSAttribute *attribute)
ZwDatumCSYSAttributeSet	zwapi_datum.h	145		ezwErrors ZwDatumCSYSAttributeSet(szwEntityHandle handle, szwDatumCSYSAttribute attribute)
ZwDatumCSYSListGet	zwapi_datum.h	142		ezwErrors ZwDatumCSYSListGet(int *count, szwEntityHandle **csysList)
ZwDatumPlaneAttributeFree	zwapi_datum.h	102		ezwErrors ZwDatumPlaneAttributeFree(szwDatumPlaneAttribute *attribute)
ZwDatumPlaneAttributeGet	zwapi_datum.h	99		ezwErrors ZwDatumPlaneAttributeGet(szwEntityHandle handle, szwDatumPlaneAttribute *attribute)
ZwDatumPlaneAttributeSet	zwapi_datum.h	96		ezwErrors ZwDatumPlaneAttributeSet(szwEntityHandle handle, szwDatumPlaneAttribute attribute)
ZwDatumPlaneCreateByAngelToFace	zwapi_datum.h	66		ezwErrors ZwDatumPlaneCreateByAngelToFace(szwEntityHandle face, szwEntityHandle axis, szwPoint origin, double angel, szwEntityHandle *plane)
ZwDatumPlaneCreateByCurve	zwapi_datum.h	69		ezwErrors ZwDatumPlaneCreateByCurve(szwEntityHandle curve, double percents, ezwDatumPlaneDirectionType type, szwEntityHandle *plane)
ZwDatumPlaneCreateByData	zwapi_datum.h	84		ezwErrors ZwDatumPlaneCreateByData(szwDatumPlaneData data, szwEntityHandle *plane)
ZwDatumPlaneCreateByDataFree	zwapi_datum.h	81		ezwErrors ZwDatumPlaneCreateByDataFree(szwDatumPlaneData *data)
ZwDatumPlaneCreateByDataInit	zwapi_datum.h	78		ezwErrors ZwDatumPlaneCreateByDataInit(ezwDatumPlaneMethod method, szwDatumPlaneData *data)
ZwDatumPlaneCreateByDynamic	zwapi_datum.h	72		ezwErrors ZwDatumPlaneCreateByDynamic(szwPoint position, szwVector xAxis, szwVector yAxis, szwVector zAxis, szwEntityHandle *plane)
ZwDatumPlaneCreateByMatrix	zwapi_datum.h	75		ezwErrors ZwDatumPlaneCreateByMatrix(szwMatrix planeMatrix, szwEntityHandle *plane)
ZwDatumPlaneCreateByOffsetPlane	zwapi_datum.h	56		ezwErrors ZwDatumPlaneCreateByOffsetPlane(szwEntityHandle originPlane, szwPoint origin, double offset, szwEntityHandle *plane)
ZwDatumPlaneCreateByThreePoints	zwapi_datum.h	63		ezwErrors ZwDatumPlaneCreateByThreePoints(szwPoint origin, szwPoint xPoint, szwPoint yPoint, int flip, szwEntityHandle *plane)
ZwDatumPlaneDataGet	zwapi_datum.h	87		ezwErrors ZwDatumPlaneDataGet(szwEntityHandle plane, szwDatumPlaneData *data)
