funzione	header	riga	deprecated	firma
cvxFileIsUDF	zwapi_file.h	219		evxErrors cvxFileIsUDF(const vxLongPath path, const vxLongPath file, int *isUDF)
cvxFileKeep	zwapi_file.h	34		int cvxFileKeep(int fKeepOpen)
cvxFileLoadList	zwapi_file.h	177		evxErrors cvxFileLoadList(const int state, int *count, vxPath **fileList)
cvxFileLoadListByLongPath	zwapi_file.h	180		evxErrors cvxFileLoadListByLongPath(int state, int *count, vxLongPath **fileList)
cvxFileNameCheck	zwapi_file.h	16		int cvxFileNameCheck(char *fileName, int nBytes)
cvxFileNameLenIsOverrange	zwapi_file_path.h	129		evxErrors cvxFileNameLenIsOverrange(const char *file_name)
cvxFileNew	zwapi_file.h	25		evxErrors cvxFileNew(const vxLongPath Name)
cvxFileNew2	zwapi_file.h	28		evxErrors cvxFileNew2(const vxLongPath Name, char *Description)
cvxFileNewSingle	zwapi_file.h	31		evxErrors cvxFileNewSingle(const vxLongPath fileName, evxFileType fileType, evxFileSubtype fileSubtype, const char *templateName, char *fileDescription)
cvxFileOpen	zwapi_file.h	40		evxErrors cvxFileOpen(const vxLongPath Name)
cvxFileOpenList	zwapi_file.h	171		void cvxFileOpenList(int *count, vxPath **fileList)
cvxFileOpenListByLongPath	zwapi_file.h	174		void cvxFileOpenListByLongPath(int *count, vxLongPath **fileList)
cvxFilePathLenIsOverrange	zwapi_file_path.h	132		evxErrors cvxFilePathLenIsOverrange(const char *file_path)
cvxFilePreviewExtract	zwapi_file.h	201		evxErrors cvxFilePreviewExtract(const vxLongPath SrcFile, const vxLongPath BmpFile)
cvxFilePrint	zwapi_file.h	216		evxErrors cvxFilePrint(const svxFilePrintData *data)
cvxFilePrintInit	zwapi_file.h	210		evxErrors cvxFilePrintInit(svxFilePrintData *data)
cvxFileReOpen	zwapi_file.h	43		evxErrors cvxFileReOpen(const vxLongPath Name)
cvxFileReplace	zwapi_file.h	46		evxErrors cvxFileReplace(const vxLongPath filePath, const vxLongPath newData, int fDel)
cvxFileSave	zwapi_file.h	49		evxErrors cvxFileSave(int Close)
cvxFileSave2	zwapi_file.h	55		evxErrors cvxFileSave2(int Close)
cvxFileSave3	zwapi_file.h	58		evxErrors cvxFileSave3(int Close, int DisPrompt, int Related)
cvxFileSaveAll	zwapi_file.h	61		evxErrors cvxFileSaveAll(void)
cvxFileSaveAs	zwapi_file.h	64		evxErrors cvxFileSaveAs(const vxLongPath Path)
cvxFileSessionClear	zwapi_file.h	92		evxErrors cvxFileSessionClear(const vxLongPath file)
cvxFileTypeGet	zwapi_file.h	159		void cvxFileTypeGet(int *MultiObject)
cvxFileTypeSet	zwapi_file.h	162		void cvxFileTypeSet(int MultiObject)
cvxFileVersionGet	zwapi_file.h	183		evxErrors cvxFileVersionGet(const vxLongPath file, int *version)
cvxFilesSaveTo	zwapi_file.h	67		evxErrors cvxFilesSaveTo(int Count, const vxPath *FileList, const vxPath Path)
cvxFilesSaveToByLongPath	zwapi_file.h	70		evxErrors cvxFilesSaveToByLongPath(int Count, const vxLongPath *FileList, const vxLongPath Path)
cvxFilterActiveGet	zwapi_global_apply.h	131		evxErrors cvxFilterActiveGet(vxName Filter)
cvxFilterItemApply	zwapi_ui_form.h	142		void cvxFilterItemApply(const char *filterItem)
cvxFilterListGet	zwapi_global_apply.h	122		void cvxFilterListGet(int *count, vxName *filterList)
cvxFldDataFree	zwapi_cmd_paramdefine_param.h	129		void cvxFldDataFree(int Count, svxFldData **fldData)
cvxFontMap	zwapi_global_apply.h	38		void cvxFontMap(const char *zw3dFont, vxLongName mapFont)
cvxFormActiveField	zwapi_ui_form.h	92		void cvxFormActiveField(int *idField)
cvxFormAddTo	zwapi_ui_form.h	50		void cvxFormAddTo(const char *Form, evxFormAddTo addTo)
cvxFormAdjustSize	zwapi_ui_form.h	47		evxErrors cvxFormAdjustSize(const char *Form)
cvxFormCallback	zwapi_ui_form.h	86		void cvxFormCallback(vxName Name, void *Function)
cvxFormCreate	zwapi_ui_form.h	14		evxErrors cvxFormCreate(const char *Form, int Display)
cvxFormDataGet	zwapi_ui_form.h	73		evxErrors cvxFormDataGet(char *Form, char **Data)
cvxFormDataSet	zwapi_ui_form.h	76		evxErrors cvxFormDataSet(char *Form, char *Data)
cvxFormFieldGetCallback	zwapi_ui_form.h	89		evxErrors cvxFormFieldGetCallback(const char *form, int iField, void **callback)
cvxFormFieldVisSet	zwapi_ui_form.h	105		evxErrors cvxFormFieldVisSet(const char *form, int field, int state)
cvxFormFunc	zwapi_ui_form.h	79		void cvxFormFunc(vxName Name, void *Function, double Code)
cvxFormGetSize	zwapi_ui_form.h	41		evxErrors cvxFormGetSize(const char *Form, int *Width, int *Height)
cvxFormHide	zwapi_ui_form.h	23		void cvxFormHide(char *Form)
cvxFormInqFld	zwapi_ui_form.h	108		evxErrors cvxFormInqFld(vxName Name, int *Count, svxTplFld **Fields)
cvxFormInsertTo	zwapi_ui_form.h	57		evxErrors cvxFormInsertTo(const svxFormInfo *FormInfo, int Index, evxFormAddTo AddTo)
cvxFormKill	zwapi_ui_form.h	26		void cvxFormKill(char *Form)
cvxFormLogKill	zwapi_ui_form.h	29		void cvxFormLogKill(char *Form)
cvxFormRefresh	zwapi_ui_form.h	32		void cvxFormRefresh(char *Form)
cvxFormRemoveFrom	zwapi_ui_form.h	60		void cvxFormRemoveFrom(const char *Form, evxFormAddTo removeFrom)
cvxFormResize	zwapi_ui_form.h	44		evxErrors cvxFormResize(char *Form, int Width, int Height)
cvxFormShow	zwapi_ui_form.h	20		void cvxFormShow(char *Form)
cvxFormState	zwapi_ui_form.h	99		int cvxFormState(const char *Form)
cvxFormTitleGet	zwapi_ui_form.h	63		void cvxFormTitleGet(char *Form, int NumBytes, char *Title)
cvxFormTitleSet	zwapi_ui_form.h	70		void cvxFormTitleSet(char *Form, char *Title)
cvxFormUpdate	zwapi_ui_form.h	121		void cvxFormUpdate(int idField)
cvxFormVisibleSet	zwapi_ui_form.h	102		evxErrors cvxFormVisibleSet(evxEnvironment Env, const char *Form, int State, evxFormAddTo Type)
cvxFormWait	zwapi_ui_form.h	35		int cvxFormWait(char *Form)
cvxFormWaitExit	zwapi_ui_form.h	38		void cvxFormWaitExit(int ReturnValue)
cvxFtrIsSubPart	zwapi_part_history.h	41		int cvxFtrIsSubPart(int idFtr)
cvxGetAngle	zwapi_userinput.h	89		evxErrors cvxGetAngle(const char *Prompt, double *Angle)
cvxGetDistance	zwapi_userinput.h	96		evxErrors cvxGetDistance(const char *Prompt, double *Distance)
cvxGetEnt	zwapi_userinput.h	102		evxErrors cvxGetEnt(const char *Prompt, evxEntInpOpt Opt, int EmptyOk, int *idEntity)
cvxGetEntPath	zwapi_userinput.h	113		evxErrors cvxGetEntPath(const char *Prompt, evxEntInpOpt Opt, int EmptyOk, svxEntPath *Path)
cvxGetEntPaths	zwapi_userinput.h	116		evxErrors cvxGetEntPaths(const char *Prompt, evxEntInpOpt Opt, int EmptyOk, int *Count, svxEntPath **Paths)
cvxGetEntPathsMultiFilter	zwapi_userinput.h	122		evxErrors cvxGetEntPathsMultiFilter(const char *Prompt, evxEntInpOpt *pOpt, int npOpt, int EmptyOk, int *Count, svxEntPath **Paths)
cvxGetEnts	zwapi_userinput.h	109		evxErrors cvxGetEnts(const char *Prompt, evxEntInpOpt Opt, int EmptyOk, int *Count, int **idEnts)
cvxGetEntsMultiFilter	zwapi_userinput.h	119		evxErrors cvxGetEntsMultiFilter(const char *Prompt, evxEntInpOpt *pOpt, int npOpt, int EmptyOk, int *Count, int **idEnts)
cvxGetExternalPick	zwapi_userinput.h	125		evxErrors cvxGetExternalPick(const char *Prompt, evxPntInpOpt Opt, int EmptyOk, svxPoint *Point, svxEntPath *EntPath, svxMatrix *Matrix)
cvxGetFile	zwapi_userinput.h	143		void cvxGetFile(int Open, const char *Prompt, const char *Default, const char *Filter, char *Path)
cvxGetFileActiveField	zwapi_userinput.h	154		void cvxGetFileActiveField(int Open, const char *Prompt, const char *Default, const char *Filter)
cvxGetFileByLongPath	zwapi_userinput.h	150	@deprecated	void cvxGetFileByLongPath(int Open, const char *Prompt, const char *Default, const char *Filter, char *Path, int sizePath)
cvxGetFolder	zwapi_userinput.h	157		void cvxGetFolder(const char *Prompt, char *Default, vxPath path)
cvxGetFolderActiveField	zwapi_userinput.h	163		void cvxGetFolderActiveField(const char *Prompt, const char *Default)
cvxGetFolderByLongPath	zwapi_userinput.h	160		void cvxGetFolderByLongPath(const char *Prompt, char *Default, char *Path, int sizePath)
cvxGetNumber	zwapi_userinput.h	99		evxErrors cvxGetNumber(const char *Prompt, double *Number)
cvxGetPoint	zwapi_userinput.h	128		evxErrors cvxGetPoint(const char *Prompt, evxPntInpOpt Opt, int EmptyOk, svxPoint *Point, int *idEntity)
cvxGetPointOnEnt	zwapi_userinput.h	137		evxErrors cvxGetPointOnEnt(const char *prompt, evxPntInpOpt opt, int emptyOk, svxPoint *point, svxEntPath *path)
cvxGetPoints	zwapi_userinput.h	134		evxErrors cvxGetPoints(const char *Prompt, evxPntInpOpt Opt, int EmptyOk, int *Count, svxPoint **Points)
cvxGetPointsOnEnts	zwapi_userinput.h	140		evxErrors cvxGetPointsOnEnts(const char *prompt, evxPntInpOpt opt, int emptyOk, int *count, svxPoint **points, svxEntPath **paths)
cvxGetResponse	zwapi_userinput.h	166		int cvxGetResponse(int Option, const char *Message)
cvxGetString	zwapi_userinput.h	173	@deprecated	int cvxGetString(const char *Prompt, const char *Default, int NumBytes, char *String)
cvxGetViewRect	zwapi_view.h	53		evxErrors cvxGetViewRect(int includeFrame, int isGlobal, int *tlX, int *tlY, int *brX, int *brY)
cvxGlobalGet	zwapi_global_apply.h	14		evxErrors cvxGlobalGet(evxGlobal Global, void *Data)
cvxGlobalSet	zwapi_global_apply.h	20		evxErrors cvxGlobalSet(evxGlobal Global, void *Data)
cvxHatchPtnDataInit	zwapi_cmd_sk_create.h	29		evxErrors cvxHatchPtnDataInit(svxHatchPtnData *data)
cvxHelpDocLoad	zwapi_global_apply.h	164		evxErrors cvxHelpDocLoad(const vxLongPath filePath)
cvxHistBackup	zwapi_part_opts.h	28		evxErrors cvxHistBackup(void)
cvxHistDisable	zwapi_part_opts.h	86		void cvxHistDisable(void)
cvxHistEnable	zwapi_part_opts.h	90		void cvxHistEnable(void)
cvxHistRedefine	zwapi_part_opts.h	43	@deprecated	evxErrors cvxHistRedefine(vxName Operation)
cvxHistSkipTo	zwapi_part_opts.h	49		evxErrors cvxHistSkipTo(char *Expression, vxName Operation, int *idOp)
cvxHostId	zwapi_global_apply.h	143		void cvxHostId(double *idNetwork, double *idDongle)
cvxInstPartAsShp	zwapi_asm_reuselibrary.h	21		evxErrors cvxInstPartAsShp(const svxCompData *Comp)
cvxInstShpGetMatrix	zwapi_brep_shape.h	61		evxErrors cvxInstShpGetMatrix(int idShape, svxMatrix *matrix)
cvxIsectBndBoxBndBox	zwapi_math_insect.h	79		int cvxIsectBndBoxBndBox(const svxBndBox *Box1, const svxBndBox *Box2)
cvxIsectBndBoxPlane	zwapi_math_insect.h	88		int cvxIsectBndBoxPlane(const svxBndBox *Box, const svxPoint *PntOnPln, const svxVector *NormalOfPln)
cvxIsectCrvCrv	zwapi_math_insect.h	15		evxErrors cvxIsectCrvCrv(int idCurve1, int idCurve2, int TangentOk, int *Count, svxPoint **Points)
cvxIsectCrvFace	zwapi_math_insect.h	21		evxErrors cvxIsectCrvFace(int idCurve, int idFace, int Trim, int TangentOk, int *Count, svxPoint **Points)
cvxIsectFaceFace	zwapi_math_insect.h	24		evxErrors cvxIsectFaceFace(int idFace1, int idFace2, evxFaceTrim Trim, int TangentOk, int *Count, svxCurve **Curves)
cvxIsectPlanePlane	zwapi_math_insect.h	91		int cvxIsectPlanePlane(const svxPoint *PntOnPln1, const svxVector *NormalOfPln1, const svxPoint *PntOnPln2, const svxVector *NormalOfPln2, svxAxis *IsectLine)
cvxIsectRayBndBox	zwapi_math_insect.h	64		int cvxIsectRayBndBox(const svxAxis *Ray, const svxBndBox *Box, svxPoint *IsectPnt)
cvxIsectRayComp	zwapi_math_insect.h	54		evxErrors cvxIsectRayComp(int idComp, evxFaceTrim Trim, svxAxis *Ray, svxPoint *Point)
cvxIsectRayComps	zwapi_math_insect.h	57		evxErrors cvxIsectRayComps(int nComps, svxEntPath *CompPaths, evxFaceTrim Trim, svxAxis *Ray, int *Number, svxPoint **Points, svxEntPath **FacePaths)
cvxIsectRayCrv	zwapi_math_insect.h	27		evxErrors cvxIsectRayCrv(svxAxis *Ray, int idCurve, int TangentOk, int *Count, svxPoint **Points)
cvxIsectRayFace	zwapi_math_insect.h	33		evxErrors cvxIsectRayFace(int idFace, evxFaceTrim Trim, svxAxis *Ray, svxPoint *Point, svxPoint2 *UV)
cvxIsectRayFaceInfinite	zwapi_math_insect.h	36		evxErrors cvxIsectRayFaceInfinite(int idFace, evxFaceTrim Trim, const svxAxis *Ray, int Infinite, int *Number, svxPoint **Pnts, svxPoint2 **UVs)
cvxIsectRayPart	zwapi_math_insect.h	48		evxErrors cvxIsectRayPart(evxFaceTrim Trim, svxAxis *Ray, svxPoint *Point, int *idFace)
cvxIsectRayPartVis	zwapi_math_insect.h	51		evxErrors cvxIsectRayPartVis(evxFaceTrim Trim, svxAxis *Ray, svxPoint *Point, int *idFace)
cvxIsectRayPlane	zwapi_math_insect.h	39		int cvxIsectRayPlane(svxAxis *Ray, svxMatrix *Plane, svxPoint *Point)
cvxIsectRayShape	zwapi_math_insect.h	42		evxErrors cvxIsectRayShape(int idShape, evxFaceTrim Trim, svxAxis *Ray, svxPoint *Point, int *idFace)
cvxIsectRayShapes	zwapi_math_insect.h	45		evxErrors cvxIsectRayShapes(int nShapes, int *idShapes, evxFaceTrim Trim, svxAxis *Ray, int *Number, svxPoint **Points, int **idFaces)
cvxItemAdd	zwapi_ui_form.h	157		void cvxItemAdd(char *Form, int idField, const char *Text)
cvxItemCbxSet	zwapi_ui_form.h	179		void cvxItemCbxSet(char *Form, int idField, int idItem, int isOn)
cvxItemDel	zwapi_ui_form.h	173		void cvxItemDel(char *Form, int idField, int idItem)
cvxItemFind	zwapi_ui_form.h	176		void cvxItemFind(char *Form, int idField, char *Text, int *idItem)
cvxItemGet	zwapi_ui_form.h	164		void cvxItemGet(char *Form, int idField, int idItem, char *Text)
cvxItemGetCheckState	zwapi_ui_form.h	197		evxErrors cvxItemGetCheckState(char *Form, int idField, int idItem, int *checkState)
cvxItemModify	zwapi_ui_form.h	170		void cvxItemModify(const char *Form, int idField, int idItem, const char *Text)
cvxItemSelect	zwapi_ui_form.h	182		void cvxItemSelect(char *Form, int idField, int idItem)
cvxItemSelectText	zwapi_ui_form.h	185		void cvxItemSelectText(char *Form, int idField, char *Text)
cvxItemSelected	zwapi_ui_form.h	188		void cvxItemSelected(char *Form, int idField, int *idItem)
cvxItemSet	zwapi_ui_form.h	167		void cvxItemSet(char *Form, int idField, int idItem, char *Text)
cvxItemStateGet	zwapi_ui_form.h	191		void cvxItemStateGet(char *Form, int idField, int idItem, int *isOn)
cvxItemStateSet	zwapi_ui_form.h	194		void cvxItemStateSet(char *Form, int idField, int idItem, int isOn)
cvxItemVisibleGet	zwapi_ui_form.h	203		evxErrors cvxItemVisibleGet(const char *Form, int idField, int idItem, int *state)
cvxItemVisibleSet	zwapi_ui_form.h	200		evxErrors cvxItemVisibleSet(const char *Form, int idField, int idItem, int state)
cvxLabelMatch	zwapi_global_apply.h	134		int cvxLabelMatch(int *Label1, int *Label2)
cvxLangGet	zwapi_global_apply.h	35		void cvxLangGet(vxName Language)
cvxLastErrGet	zwapi_message.h	103		evxErrors cvxLastErrGet()
cvxLastErrSet	zwapi_message.h	109		void cvxLastErrSet(evxErrors error)
cvxLastWarningMsgEnable	zwapi_message.h	38		void cvxLastWarningMsgEnable(int enable)
cvxLayerActivate	zwapi_layer.h	29		evxErrors cvxLayerActivate(vxName Name)
cvxLayerAdd	zwapi_layer.h	14		evxErrors cvxLayerAdd(char *Name)
cvxLayerAdd2	zwapi_layer.h	20		evxErrors cvxLayerAdd2(const svxLayerInfo *psLayerInfo, int *number)
cvxLayerAssign	zwapi_layer.h	60		evxErrors cvxLayerAssign(char *Name, int numEnts, int *idEnts)
cvxLayerDel	zwapi_layer.h	23		evxErrors cvxLayerDel(vxName Name)
cvxLayerDel2	zwapi_layer.h	26		evxErrors cvxLayerDel2(int number)
cvxLayerExists	zwapi_layer.h	48		int cvxLayerExists(vxName Name)
cvxLayerExists2	zwapi_layer.h	51		int cvxLayerExists2(int Number)
cvxLayerGetAllCategory	zwapi_layer.h	72		evxErrors cvxLayerGetAllCategory(int *numCate, vxLongName **categories)
cvxLayerId	zwapi_layer.h	54		evxErrors cvxLayerId(vxName name, int *id)
cvxLayerIdModify	zwapi_layer.h	38		evxErrors cvxLayerIdModify(int srcNumber, int tarNumber)
cvxLayerInfoExport	zwapi_layer.h	135	@deprecated	evxErrors cvxLayerInfoExport(const vxLongPath file)
cvxLayerInfoGet	zwapi_layer.h	126		evxErrors cvxLayerInfoGet(int number, svxLayerInfo *pLayerInfo)
cvxLayerInfoImport	zwapi_layer.h	138	@deprecated	evxErrors cvxLayerInfoImport(const vxLongPath file, int overWrite)
cvxLayerInfoSet	zwapi_layer.h	132		evxErrors cvxLayerInfoSet(int number, const svxLayerInfo *pLayerInfo)
cvxLayerInqActive	zwapi_layer.h	41		void cvxLayerInqActive(vxName Name)
cvxLayerInqEnts	zwapi_layer.h	57		evxErrors cvxLayerInqEnts(int Number, int *numEnt, svxEntPath **Paths)
cvxLayerList	zwapi_layer.h	63		evxErrors cvxLayerList(int *Count, vxName **Names)
cvxLayerName	zwapi_layer.h	66		evxErrors cvxLayerName(int Number, vxName Name)
cvxLayerNum	zwapi_layer.h	69		evxErrors cvxLayerNum(vxName Name, int *Number)
cvxLayerShowAll	zwapi_layer.h	35		evxErrors cvxLayerShowAll(void)
cvxLayerStateGet	zwapi_layer.h	81		evxErrors cvxLayerStateGet(vxName Name, int *isVisible, int *isFrozen)
cvxLayerStateSet	zwapi_layer.h	84		evxErrors cvxLayerStateSet(vxName Name, int isVisible, int isFrozen)
cvxLayerSync	zwapi_layer.h	32		evxErrors cvxLayerSync(void)
cvxLibPartAdjust	zwapi_asm_reuselibrary.h	24		evxErrors cvxLibPartAdjust(int id, const vxLongPath File, const vxRootName Part, const char *ValStr, const char *InstanceName)
cvxLibPartIns	zwapi_asm_reuselibrary.h	14		int cvxLibPartIns(const svxCompData *Comp, const char *InstanceName, const char *ValStr, int fFileType, int fInsShape, int *idComp)
cvxLicActivate	zwapi_license.h	29		evxErrors cvxLicActivate(const char *pzEntitlement)
cvxLicEvaluationGet	zwapi_license.h	23		int cvxLicEvaluationGet(char szEvaluation[36])
cvxLicIdentifierGet	zwapi_license.h	20		evxErrors cvxLicIdentifierGet(char szIdentifier[36])
cvxLicModulesGet	zwapi_license.h	14		evxErrors cvxLicModulesGet(char szModules[1024])
cvxLicRemove	zwapi_license.h	32		evxErrors cvxLicRemove(const char *pzEntitlement)
cvxLicStandaloneEvaluationGet	zwapi_license.h	26		int cvxLicStandaloneEvaluationGet()
cvxLicTypeCheck	zwapi_license.h	35		int cvxLicTypeCheck()
cvxListCallbackParamGet	zwapi_ui_listwidget.h	17		evxErrors cvxListCallbackParamGet(const char *form, int idField, svxListCallBackParam *param)
cvxListItemToolTipGet	zwapi_ui_listwidget.h	26		evxErrors cvxListItemToolTipGet(const char *form, int field, int row, char *toolTip, int size)
cvxListItemToolTipSet	zwapi_ui_listwidget.h	23		evxErrors cvxListItemToolTipSet(const char *form, int field, int row, const char *toolTip)
cvxMatEigen	zwapi_math_matrix.h	14		evxErrors cvxMatEigen(const double Mat3x3[3][3], double *Values, svxVector *Vectors)
cvxMatInit	zwapi_math_matrix.h	21		void cvxMatInit(svxMatrix *Mat)
cvxMatInvert	zwapi_math_matrix.h	24		void cvxMatInvert(svxMatrix *Mat, svxMatrix *InvMat)
cvxMatMult	zwapi_math_matrix.h	27		void cvxMatMult(svxMatrix *Mat1, svxMatrix *Mat2, svxMatrix *Mat3)
cvxMatPntVec	zwapi_math_matrix.h	30		void cvxMatPntVec(svxPoint *Origin, svxVector *zAxis, svxMatrix *Mat)
cvxMatRotate	zwapi_math_matrix.h	33		void cvxMatRotate(svxMatrix *Mat, double Angle, svxAxis *Axis)
cvxMatScale	zwapi_math_matrix.h	36		void cvxMatScale(svxMatrix *Mat, svxPoint *Point, double sX, double sY, double sZ)
cvxMatSetIdentity	zwapi_math_matrix.h	39		void cvxMatSetIdentity(svxMatrix *Mat)
cvxMatTransform	zwapi_math_matrix.h	42		void cvxMatTransform(svxMatrix *Mat, svxMatrix *Frame)
cvxMatTranslate	zwapi_math_matrix.h	45		void cvxMatTranslate(svxMatrix *Mat, double dX, double dY, double dZ)
cvxMatView	zwapi_math_matrix.h	48		void cvxMatView(svxMatrix *Mat, evxViewStd Type)
cvxMemAlloc	zwapi_memory.h	14		evxErrors cvxMemAlloc(int NumBytes, void **MemPointer)
cvxMemFree	zwapi_memory.h	44		void cvxMemFree(void **MemPointer)
cvxMemResize	zwapi_memory.h	20		evxErrors cvxMemResize(int NumBytes, void **MemPointer)
cvxMemZero	zwapi_memory.h	32		void cvxMemZero(void *MemPointer, int NumBytes)
cvxMessageBox	zwapi_message.h	99		evxErrors cvxMessageBox(int MsgType, int WndMode, const char *Title, const char *Message, const char *Btn1Str, const char *Btn2Str, int *Action)
cvxMoveSetAuxFrameElem	zwapi_cmd_paramdefine_param.h	182		void cvxMoveSetAuxFrameElem(int iElem)
cvxMsgAreaClose	zwapi_message.h	68		void cvxMsgAreaClose(void)
cvxMsgAreaOpen	zwapi_message.h	74		void cvxMsgAreaOpen(void)
cvxMsgAreaState	zwapi_message.h	77		void cvxMsgAreaState(int Disable)
cvxMsgAreaStateGet	zwapi_message.h	80		evxErrors cvxMsgAreaStateGet(int *action)
cvxMsgDisable	zwapi_message.h	32		void cvxMsgDisable(void)
cvxMsgDisp	zwapi_message.h	93		void cvxMsgDisp(const char *Text)
cvxMsgDisp2	zwapi_message.h	96		void cvxMsgDisp2(const char *Text, int level)
cvxMsgEnable	zwapi_message.h	35		void cvxMsgEnable(void)
cvxMsgFileLoad	zwapi_message.h	83		evxErrors cvxMsgFileLoad(const vxLongPath File, int *idFile)
cvxNameIsOkay	zwapi_global_apply.h	140		int cvxNameIsOkay(char *name, int size, int option)
cvxNameValidCheck	zwapi_file.h	22		int cvxNameValidCheck(char *name, int nBytes)
cvxNewCommand	zwapi_cmd.h	15		void cvxNewCommand(void)
cvxNoteGet	zwapi_global_apply.h	23		evxErrors cvxNoteGet(char **Note)
cvxNoteSet	zwapi_global_apply.h	26		evxErrors cvxNoteSet(char *Note)
cvxNotifyExit	zwapi_global_apply.h	146		void cvxNotifyExit(int opt)
cvxOpCount	zwapi_xn.h	14		int cvxOpCount(void)
cvxPMIInqAssoEnts	zwapi_part_dim.h	39		evxErrors cvxPMIInqAssoEnts(int idPMI, int *count, svxEntPath **entPaths)
cvxPMIInqBaseEnt	zwapi_part_dim.h	36		evxErrors cvxPMIInqBaseEnt(int idPMI, int *idBaseObj)
cvxPMIInqType	zwapi_part_dim.h	33		evxErrors cvxPMIInqType(int idPMI, evxPMIEntType *type)
cvxPMIInqValid	zwapi_part_dim.h	42		evxErrors cvxPMIInqValid(int idPMI, int *isValid)
cvxPartAddAngleDim	zwapi_cmd_pmi.h	20		evxErrors cvxPartAddAngleDim(int idEnt1, int idEnt2, const svxPoint *TextPnt, int idPlane, int *idDim)
cvxPartAddArcDim	zwapi_cmd_pmi.h	29		evxErrors cvxPartAddArcDim(int idEnt, const char *text, const svxPoint *TextPnt, int idPlane, int *idDim)
cvxPartAddBalloon	zwapi_cmd_pmi.h	67	@deprecated	evxErrors cvxPartAddBalloon(svxPoint *TextPnt, char *text, int fImage, int idPlane, int *idDim)
cvxPartAddCenLinDim	zwapi_cmd_pmi.h	54		evxErrors cvxPartAddCenLinDim(int idEnt, int idPlane, int *idDim)
cvxPartAddCenMarkDim	zwapi_cmd_pmi.h	57		evxErrors cvxPartAddCenMarkDim(int idEnt, int idPlane, int *idDim)
cvxPartAddChamferDim	zwapi_cmd_pmi.h	26		evxErrors cvxPartAddChamferDim(int idEnt1, int idEnt2, const svxPoint *TextPnt, int idPlane, int *idDim)
cvxPartAddCoorDim	zwapi_cmd_pmi.h	32		evxErrors cvxPartAddCoorDim(svxPoint *LeaderPnt, int idParent, const svxPoint *TextPnt, int idDatum, int idPlane, int *idDim)
cvxPartAddDatumDim	zwapi_cmd_pmi.h	42		evxErrors cvxPartAddDatumDim(int idEnt, svxPoint *leadPnt, const svxPoint *TextPnt, char *text, int idPlane, int *idDim)
cvxPartAddDatumTargetDim	zwapi_cmd_pmi.h	45		evxErrors cvxPartAddDatumTargetDim(int idEnt, int radRype, double diameter, double width, double height, svxPoint *leadPnt, const svxPoint *TextPnt, char *text, int idPlane, int *idDim)
cvxPartAddFcsDim	zwapi_cmd_pmi.h	48		evxErrors cvxPartAddFcsDim(int idEnt, svxPoint *leadPnt, const svxPoint *TextPnt, char *text, int idPlane, int *idDim)
cvxPartAddLabelDim	zwapi_cmd_pmi.h	39	@deprecated	evxErrors cvxPartAddLabelDim(int idEnt, svxPoint *leadPnt, const svxPoint *TextPnt, char *text, int idPlane, int *idDim)
cvxPartAddLineDim	zwapi_cmd_pmi.h	14		evxErrors cvxPartAddLineDim(int idEnt1, int idEnt2, const svxPoint *TextPnt, int idPlane, int *idDim)
cvxPartAddPMIText	zwapi_cmd_pmi.h	60		evxErrors cvxPartAddPMIText(svxPoint *TextPnt, char *text, int idPlane, int *idDim)
cvxPartAddRadDim	zwapi_cmd_pmi.h	23		evxErrors cvxPartAddRadDim(int idEnt, int radType, const char *text, const svxPoint *TextPnt, int idPlane, int *idDim)
cvxPartAddSymSrfDim	zwapi_cmd_pmi.h	51		evxErrors cvxPartAddSymSrfDim(int idEnt, svxPoint *leadPnt, const svxPoint *TextPnt, svxRoughTexts *textGrp, int idPlane, int *idDim)
cvxPartAlign	zwapi_cmd_assembly.h	118		evxErrors cvxPartAlign(svxAlign *Align)
cvxPartAnchor	zwapi_cmd_assembly.h	124		evxErrors cvxPartAnchor(int idEntity)
cvxPartArc	zwapi_cmd_wireframe.h	48		evxErrors cvxPartArc(const svxArcData *arcData, int *idArc)
cvxPartArc3pt	zwapi_cmd_wireframe.h	39	@deprecated	evxErrors cvxPartArc3pt(svxPoint *Start, svxPoint *End, svxPoint *Mid, int *idEnt)
cvxPartArcInit	zwapi_cmd_wireframe.h	45		evxErrors cvxPartArcInit(svxArcData *arcData)
cvxPartArcRad	zwapi_cmd_wireframe.h	42	@deprecated	evxErrors cvxPartArcRad(svxMatrix *Plane, double Radius, double Start, double End, int *idEnt)
cvxPartAtGet	zwapi_part_attribute.h	31		evxErrors cvxPartAtGet(vxRootName Name, svxPartAttribute *At)
cvxPartAtItemDel	zwapi_part_attribute.h	61		evxErrors cvxPartAtItemDel(evxAtItemId itemId, vxLongName label)
cvxPartAtItemDesGet	zwapi_part_attribute.h	64		evxErrors cvxPartAtItemDesGet(evxAtItemId itemId, const char *AtLable, char *AtDes, int nBytes)
cvxPartAtItemDesSet	zwapi_part_attribute.h	67		evxErrors cvxPartAtItemDesSet(evxAtItemId itemId, const char *AtLable, const char *AtDes)
cvxPartAtItemGet	zwapi_part_attribute.h	49		evxErrors cvxPartAtItemGet(evxAtItemId itemId, svxAttribute *At)
cvxPartAtItemGetInFile	zwapi_part_attribute.h	55		evxErrors cvxPartAtItemGetInFile(const vxLongPath File, const vxRootName Root, evxAtItemId itemId, svxAttribute *At)
